time	u_dot	v_dot	w_dot	p_dot	q_dot	r_dot	u	v	w	p	q	r	x	y	z	phi	theta	psi	X	Y	Z	K	M	N	pose_valid	pose_age	twist_valid	twist_age	wrench_valid	wrench_age
1764789229.097049475	-0.039604	0.049326	-0.001022	-0.398054	-0.160485	0.081190	-0.062375	0.004732	0.015726	0.022199	-0.043191	0.270765	0.440014	-0.241553	-1.175231	0.021046	-0.099345	-2.145441	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.009255	1	0.009262	1	0.030654
1764789229.107152462	-0.040197	0.050317	-0.001840	0.994538	0.309021	0.058468	-0.062375	0.004732	0.015726	0.022199	-0.043191	0.270765	0.440014	-0.241553	-1.175231	0.021046	-0.099345	-2.145441	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000848	1	0.000841	1	0.020551
1764789229.117537022	-0.039031	0.053681	-0.002165	1.036439	0.322041	0.060931	-0.061932	-0.000095	0.015036	0.042575	-0.036860	0.271963	0.440605	-0.240449	-1.175070	0.021758	-0.100071	-2.139983	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.008719	1	0.008726	1	0.010166
1764789229.126811743	-0.037412	0.052739	-0.002341	-0.586099	-0.332383	0.263256	-0.061932	-0.000095	0.015036	0.042575	-0.036860	0.271963	0.440605	-0.240449	-1.175070	0.021758	-0.100071	-2.139983	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000555	1	0.000549	1	0.000891
1764789229.137351274	-0.037898	0.052097	-0.000947	-0.579468	-0.328622	0.260278	-0.062358	0.002649	0.014418	0.030962	-0.043446	0.277179	0.441377	-0.239431	-1.174919	0.021577	-0.101191	-2.134342	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.008662	1	0.008950	1	0.009648
1764789229.146852732	-0.037528	0.050787	-0.001442	-1.074415	0.590416	-0.312684	-0.062358	0.002649	0.014418	0.030962	-0.043446	0.277179	0.441377	-0.239431	-1.174919	0.021577	-0.101191	-2.134342	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000839	1	0.000551	1	0.019150
1764789229.156276703	-0.036793	0.050564	-0.001376	-0.992979	0.545665	-0.288984	-0.062807	0.008641	0.016826	0.010628	-0.032272	0.271262	0.442308	-0.238488	-1.174659	0.020846	-0.101724	-2.129035	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.009674	1	0.009821	1	0.021724
1764789229.167330265	-0.034904	0.052064	-0.002069	-0.140982	-0.107312	-0.236983	-0.062807	0.008641	0.016826	0.010628	-0.032272	0.271262	0.442308	-0.238488	-1.174659	0.020846	-0.101724	-2.129035	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.001379	1	0.001232	1	0.010670
1764789229.177959681	-0.035075	0.051713	-0.002836	-0.156011	-0.118751	-0.262246	-0.061402	0.009717	0.016664	0.007571	-0.034599	0.266123	0.443146	-0.237546	-1.174445	0.020397	-0.102580	-2.123739	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.008269	1	0.008378	1	0.000041
1764789229.186924458	-0.035424	0.051680	-0.001284	0.142620	0.223833	0.178860	-0.061402	0.009717	0.016664	0.007571	-0.034599	0.266123	0.443146	-0.237546	-1.174445	0.020397	-0.102580	-2.123739	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000696	1	0.000587	1	0.008924
